Nama,Harga,Terjual,Kota,Link
Pupuk Suryacal anti rontok bunga buah Kalsium Tanaman Calsium Tanah 1KG,Rp16.720,125 Terjual,KAB. BLORA,https://shopee.co.id/Pupuk-Suryacal-anti-rontok-bunga-buah-Kalsium-Tanaman-Calsium-Tanah-1KG-i.180740744.3424664476?sp_atk=12a6bb92-231e-423d-aa9d-a7c0acf95dd4&xptdk=12a6bb92-231e-423d-aa9d-a7c0acf95dd4
Pupuk Calcium Manohara 1 Kg,Rp37.000,28 Terjual,KOTA PEKANBARU,https://shopee.co.id/Pupuk-Calcium-Manohara-1-Kg-i.402354272.5887408791?sp_atk=1de0016a-7646-4526-9f24-6432cd4955c8&xptdk=1de0016a-7646-4526-9f24-6432cd4955c8
Pupuk Kalsium Boron Cair Calsimax 100ml | Menjaga Imun Tanaman,Rp17.100,10 Terjual,KAB. MALANG,https://shopee.co.id/Pupuk-Kalsium-Boron-Cair-Calsimax-100ml-Menjaga-Imun-Tanaman-i.821090679.21032124035?sp_atk=8678de32-a602-4906-bd38-6c066b97d824&xptdk=8678de32-a602-4906-bd38-6c066b97d824
Java Higros Calsium super granul 1kg,Rp35.500,6 Terjual,KAB. CIREBON,https://shopee.co.id/Java-Higros-Calsium-super-granul-1kg-i.682201419.12877750643?sp_atk=03b6af9a-0881-4320-8f46-04686e54cc5e&xptdk=03b6af9a-0881-4320-8f46-04686e54cc5e
Pupuk Calsium Boron Calbor Fertilizer MANOHARA 1 kg,Rp22.500,,KOTA BANDUNG,https://shopee.co.id/Pupuk-Calsium-Boron-Calbor-Fertilizer-MANOHARA-1-kg-i.110139096.17993030073?sp_atk=3db15a3b-6649-46bc-af2c-e1deb493b3ce&xptdk=3db15a3b-6649-46bc-af2c-e1deb493b3ce
"PUPUK BUAH KALSIUM KCL PUTIH PAK TANI, KCL MERAH MAHKOTA KEMASAN 100 GRAM",Rp5.000 - Rp5.500,116 Terjual,KOTA SURABAYA,https://shopee.co.id/PUPUK-BUAH-KALSIUM-KCL-PUTIH-PAK-TANI-KCL-MERAH-MAHKOTA-KEMASAN-100-GRAM-i.455017902.12338126185?sp_atk=51e10ab1-d7f1-474c-bb0d-4e54d8ee7ad2&xptdk=51e10ab1-d7f1-474c-bb0d-4e54d8ee7ad2
Yaraliva Tropicote 1 Kg Kalsium Nitrat,Rp20.000,26 Terjual,KAB. MADIUN,https://shopee.co.id/Yaraliva-Tropicote-1-Kg-Kalsium-Nitrat-i.6715778.3356967421?sp_atk=4706bc2b-0ac6-433c-bc7a-93068ce98a81&xptdk=4706bc2b-0ac6-433c-bc7a-93068ce98a81
Pupuk Kalsium Super Mesh kalsium Kumbang 1 Kg,Rp10.000,826 Terjual,KAB. MADIUN,https://shopee.co.id/Pupuk-Kalsium-Super-Mesh-kalsium-Kumbang-1-Kg-i.95689238.3996164393?sp_atk=144e86fe-3987-4972-8d06-1091585fda6b&xptdk=144e86fe-3987-4972-8d06-1091585fda6b
Pupuk Jahe Murah PREMIUM KNO3 Obat Jahe Biar Subur dan Banyak - Pupuk Semprot Cair Sayuran Jahe Hasil Panen Berlipat - Pupuk Kalsium untuk Tanaman Jahe Paling Manjur - Obat Cair Melebatkan Tanaman Jahe TERLARIS,Rp30.000,,KOTA TASIKMALAYA,https://shopee.co.id/Pupuk-Jahe-Murah-PREMIUM-KNO3-Obat-Jahe-Biar-Subur-dan-Banyak-Pupuk-Semprot-Cair-Sayuran-Jahe-Hasil-Panen-Berlipat-Pupuk-Kalsium-untuk-Tanaman-Jahe-Paling-Manjur-Obat-Cair-Melebatkan-Tanaman-Jahe-TERLARIS-i.518687409.23723222096?sp_atk=874097ab-234c-44d7-ac25-b03588cfbe9b&xptdk=874097ab-234c-44d7-ac25-b03588cfbe9b
Pupuk Nutrisi Kalsium Manohara 1kg,Rp20.000,128 Terjual,KAB. CIANJUR,https://shopee.co.id/Pupuk-Nutrisi-Kalsium-Manohara-1kg-i.723700042.21730617796?sp_atk=af1416c4-697a-4433-8d38-ad43bdc0ff5e&xptdk=af1416c4-697a-4433-8d38-ad43bdc0ff5e
Pupuk CN-G Kalsium Nitrat CNG Pak Tani 1 Kg,Rp32.000,15 Terjual,KOTA MALANG,https://shopee.co.id/Pupuk-CN-G-Kalsium-Nitrat-CNG-Pak-Tani-1-Kg-i.161033569.5459008927?sp_atk=74b5c01c-1cac-4d1f-8536-8d6eedeebb38&xptdk=74b5c01c-1cac-4d1f-8536-8d6eedeebb38
Pupuk Calsium Super Cap Tawon 1000 Gram / Pupuk Kalsium,Rp15.750,820 Terjual,KOTA BANDUNG,https://shopee.co.id/Pupuk-Calsium-Super-Cap-Tawon-1000-Gram-Pupuk-Kalsium-i.7101245.1914339908?sp_atk=8611071f-fff2-4bfe-bd21-69d08abd374b&xptdk=8611071f-fff2-4bfe-bd21-69d08abd374b
PUPUK CALSIUM AMMONIUM NITRATE CANTIK 1 KG,Rp22.900,47 Terjual,KAB. PONOROGO,https://shopee.co.id/PUPUK-CALSIUM-AMMONIUM-NITRATE-CANTIK-1-KG-i.266572656.7559691433?sp_atk=0e60a0c1-8f75-4c19-b33b-1f72598c9bf5&xptdk=0e60a0c1-8f75-4c19-b33b-1f72598c9bf5
Pupuk Spesial Calsium Super Cap Kumbang 1 Kg,Rp10.000,190 Terjual,KOTA BLITAR,https://shopee.co.id/Pupuk-Spesial-Calsium-Super-Cap-Kumbang-1-Kg-i.232375292.14882573297?sp_atk=ab4d62ab-8bfe-461c-a021-9b84315390fd&xptdk=ab4d62ab-8bfe-461c-a021-9b84315390fd
PUPUK KALSIUM PUTRI 1 KG PUPUK CALSIUM TANAMAN,Rp27.000,,KAB. JEPARA,https://shopee.co.id/PUPUK-KALSIUM-PUTRI-1-KG-PUPUK-CALSIUM-TANAMAN-i.773802476.23622676027?sp_atk=e4f413ef-e45c-4687-9a38-357e5be4ae75&xptdk=e4f413ef-e45c-4687-9a38-357e5be4ae75
Pupuk Calcium Kalsium Super Cap Tawon - 1 kg,Rp10.000,17 Terjual,KAB. KEDIRI,https://shopee.co.id/Pupuk-Calcium-Kalsium-Super-Cap-Tawon-1-kg-i.133109135.20520924834?sp_atk=71818429-8c47-4466-b8c8-4328e9b513b8&xptdk=71818429-8c47-4466-b8c8-4328e9b513b8
PUPUK KALSIUM BORON MANOHARA 1KG,Rp19.900,26 Terjual,KAB. SUKABUMI,https://shopee.co.id/PUPUK-KALSIUM-BORON-MANOHARA-1KG-i.40717464.15084207349?sp_atk=93b159d0-d02c-4b47-a67b-bf03de45821b&xptdk=93b159d0-d02c-4b47-a67b-bf03de45821b
"CABION 10gram, calcium plus boron pencegah rontok bunga & buah, pupuk kalsium, anti rontok cabe",Rp10.000,"1,4RB Terjual",KAB. WONOSOBO,https://shopee.co.id/CABION-10gram-calcium-plus-boron-pencegah-rontok-bunga-buah-pupuk-kalsium-anti-rontok-cabe-i.193108946.4814341746?sp_atk=2c1b3cdc-0993-4361-a6f2-32b4afeea6f5&xptdk=2c1b3cdc-0993-4361-a6f2-32b4afeea6f5
Karate Boroni 500 Gram kalsium Boron,Rp18.000,22 Terjual,KAB. MADIUN,https://shopee.co.id/Karate-Boroni-500-Gram-kalsium-Boron-i.6715778.5256871687?sp_atk=e57aaa40-6f64-421c-ad3f-9e6ef2cd381b&xptdk=e57aaa40-6f64-421c-ad3f-9e6ef2cd381b
PUPUK CALSIUM KUMBANG SUPER 1 KG CAP KUMBANG,Rp15.000,4 Terjual,KAB. BANYUWANGI,https://shopee.co.id/PUPUK-CALSIUM-KUMBANG-SUPER-1-KG-CAP-KUMBANG-i.3169666.8073311?sp_atk=7c500931-719d-48c2-9c23-3061f63173de&xptdk=7c500931-719d-48c2-9c23-3061f63173de
Pupuk Kalsium - KALSI GRO 98 isi 1kg,Rp20.000,149 Terjual,KAB. BANYUMAS,https://shopee.co.id/Pupuk-Kalsium-KALSI-GRO-98-isi-1kg-i.7035917.4642435481?sp_atk=30298376-0db3-4c12-8586-47e6af4998fe&xptdk=30298376-0db3-4c12-8586-47e6af4998fe
Pupuk Calsium / Kalsium Super Repacking 250 gram / Pupuk Calsium Super Bunga CENDANA (Kalsium + Boron) / Pupuk Kalsium / Pupuk Boron,Rp9.990,,KAB. TANGERANG,https://shopee.co.id/Pupuk-Calsium-Kalsium-Super-Repacking-250-gram-Pupuk-Calsium-Super-Bunga-CENDANA-(Kalsium-Boron)-Pupuk-Kalsium-Pupuk-Boron-i.8142056.22723574775?sp_atk=8808ad3d-83c1-4547-bf93-632dceec0286&xptdk=8808ad3d-83c1-4547-bf93-632dceec0286
Pupuk Kalsium Asam Humat CAL-HA 1Kg,Rp38.500,27 Terjual,KOTA SURABAYA,https://shopee.co.id/Pupuk-Kalsium-Asam-Humat-CAL-HA-1Kg-i.494641723.12522342978?sp_atk=53f63ff6-c66b-4785-9dbf-c3097d7e61ba&xptdk=53f63ff6-c66b-4785-9dbf-c3097d7e61ba
Kalsium Biru SUPER BIRU 1kg - ID Kalsium,Rp25.000,153 Terjual,KAB. BANDUNG BARAT,https://shopee.co.id/Kalsium-Biru-SUPER-BIRU-1kg-ID-Kalsium-i.393365812.8333607827?sp_atk=c0b0ef80-835c-41e6-9866-d63c907afeed&xptdk=c0b0ef80-835c-41e6-9866-d63c907afeed
Pupuk Kalsium Biru SUPER BIRU 1kg  Original Pabrik,Rp25.000,41 Terjual,KAB. BANDUNG BARAT,https://shopee.co.id/Pupuk-Kalsium-Biru-SUPER-BIRU-1kg-Original-Pabrik-i.244014662.21233466820?sp_atk=cb9d3327-62fd-4759-8b98-97e4c9930f70&xptdk=cb9d3327-62fd-4759-8b98-97e4c9930f70
Kalsium green master super 1kg,Rp14.000,26 Terjual,KAB. BONDOWOSO,https://shopee.co.id/Kalsium-green-master-super-1kg-i.146018205.2347459738?sp_atk=f0a35ca2-4ab5-45a9-9de5-db5e4fd0b0af&xptdk=f0a35ca2-4ab5-45a9-9de5-db5e4fd0b0af
Pupuk Kalsium FORTUNE 1 KG Pupuk Pencegah Rontok Buah Cabe Cabai Ampuh - Obat Pencegah Rontok Buah Cabe - Obat Buah Cabe Agar Tidak Rontok - Obat Rontok Buah Cabe - Pupuk Agar Buah Cabe Tidak Rontok - Obat Anti Rontok Buah Cabe Cabai,Rp30.000,300 Terjual,KOTA TASIKMALAYA,https://shopee.co.id/Pupuk-Kalsium-FORTUNE-1-KG-Pupuk-Pencegah-Rontok-Buah-Cabe-Cabai-Ampuh-Obat-Pencegah-Rontok-Buah-Cabe-Obat-Buah-Cabe-Agar-Tidak-Rontok-Obat-Rontok-Buah-Cabe-Pupuk-Agar-Buah-Cabe-Tidak-Rontok-Obat-Anti-Rontok-Buah-Cabe-Cabai-i.343348490.13537563882?sp_atk=e9875cda-3262-472f-a487-2fa5cd7ad5d3&xptdk=e9875cda-3262-472f-a487-2fa5cd7ad5d3
Pupuk Yaraliva NITRABOR Kalsium Nitrat plus Boron REPACK 1KG,Rp24.000,,KAB. BLITAR,https://shopee.co.id/Pupuk-Yaraliva-NITRABOR-Kalsium-Nitrat-plus-Boron-REPACK-1KG-i.129293045.23724803848?sp_atk=a029a0a1-d16b-4070-b114-6803a4c8746e&xptdk=a029a0a1-d16b-4070-b114-6803a4c8746e
KALSIUM CNG 1KG,Rp24.000,19 Terjual,KAB. KEDIRI,https://shopee.co.id/KALSIUM-CNG-1KG-i.8262354.11377916785?sp_atk=cf3da8bf-c3d4-4a3f-8102-2ea50fbfaed8&xptdk=cf3da8bf-c3d4-4a3f-8102-2ea50fbfaed8
Pupuk Kalsium Pupuk Anti Jamur dan Busuk Buah Kalsium Tepung Ratu Bhumi 1kg,Rp25.500,15 Terjual,KAB. MAGELANG,https://shopee.co.id/Pupuk-Kalsium-Pupuk-Anti-Jamur-dan-Busuk-Buah-Kalsium-Tepung-Ratu-Bhumi-1kg-i.300940045.3953843521?sp_atk=15eb0135-60cb-46e7-a2d9-d30425f522fa&xptdk=15eb0135-60cb-46e7-a2d9-d30425f522fa
Calsium 99,Rp15.000,,KOTA PAGAR ALAM,https://shopee.co.id/Calsium-99-i.196608628.7392247150?sp_atk=b6e0d197-b297-43d8-8215-428360053a7c&xptdk=b6e0d197-b297-43d8-8215-428360053a7c
PUPUK MANOHARA kemasan 1kg/pupuk kalsium boron,Rp20.000,26 Terjual,KAB. BLORA,https://shopee.co.id/PUPUK-MANOHARA-kemasan-1kg-pupuk-kalsium-boron-i.288224593.4797181002?sp_atk=d24e2e23-8d88-46dc-a992-329e314e2b39&xptdk=d24e2e23-8d88-46dc-a992-329e314e2b39
Repack Pupuk Kalsium Original Murni 99 250gr,Rp6.100,23 Terjual,KAB. BOGOR,https://shopee.co.id/Repack-Pupuk-Kalsium-Original-Murni-99-250gr-i.30371938.16040718418?sp_atk=0d430db9-8588-4d9c-a9a8-5b12821aac60&xptdk=0d430db9-8588-4d9c-a9a8-5b12821aac60
Pupuk Dolomite Kapur Super Kalsium Magnesium Repack 1 kg,Rp3.135,10 Terjual,KAB. SUMEDANG,https://shopee.co.id/Pupuk-Dolomite-Kapur-Super-Kalsium-Magnesium-Repack-1-kg-i.294131523.8938845664?sp_atk=a67e49ee-9c09-42d1-bc93-3399af47f68b&xptdk=a67e49ee-9c09-42d1-bc93-3399af47f68b
Pupuk Kalsium Supercals 900 plus Boron Vitamin Pembenahan Tanaman Calsium Super,Rp14.000,5 Terjual,KOTA MEDAN,https://shopee.co.id/Pupuk-Kalsium-Supercals-900-plus-Boron-Vitamin-Pembenahan-Tanaman-Calsium-Super-i.202522906.22217460512?sp_atk=5fe7f69d-aa1f-43b5-87ac-8331245fee00&xptdk=5fe7f69d-aa1f-43b5-87ac-8331245fee00
CALSIUM BORON MANOHARA 1 KG,Rp25.000,,KAB. GROBOGAN,https://shopee.co.id/CALSIUM-BORON-MANOHARA-1-KG-i.146723075.22309864193?sp_atk=099ac1ac-d85a-41d3-b061-c0b2684609ba&xptdk=099ac1ac-d85a-41d3-b061-c0b2684609ba
Pupuk NUTRISI Super Calsium Mengandung Calsium 99%,Rp17.000,31 Terjual,KOTA DEPOK,https://shopee.co.id/Pupuk-NUTRISI-Super-Calsium-Mengandung-Calsium-99--i.408539659.11815484859?sp_atk=1fe22328-b017-4fd6-93e7-d5dbd4fcb276&xptdk=1fe22328-b017-4fd6-93e7-d5dbd4fcb276
pupuk kalsium super 1 kg calcium boron,Rp24.000,131 Terjual,KAB. JEMBER,https://shopee.co.id/pupuk-kalsium-super-1-kg-calcium-boron-i.24082327.13058581311?sp_atk=0827a103-ab6f-44fb-8aff-8b76f918fa24&xptdk=0827a103-ab6f-44fb-8aff-8b76f918fa24
Pupuk Cantik Calcium Ammonium Nitrate 1 Kg,Rp24.000,21 Terjual,KAB. BLITAR,https://shopee.co.id/Pupuk-Cantik-Calcium-Ammonium-Nitrate-1-Kg-i.81536855.3336497333?sp_atk=2e8ea13f-c8c1-45a9-824b-8a5b20eb0de9&xptdk=2e8ea13f-c8c1-45a9-824b-8a5b20eb0de9
ASLI MANJUR PUPUK KOPI TERBAIK ISI 1 KILO – PUPUK FORTUNE ANTI LAYU BUSUK DAN RONTOK KOPI PALING LARIS – PUPUK KALSIUM TEPUNG SEMPROT PALING LARIS DAN CEPAT PANEN – PUPUK TERBAIK ATASI BULAI PADA BUAH DAUN BATANG DLL PADA KOPI UNTUK SEMUA JENIS KOPI,Rp30.000,,KOTA TASIKMALAYA,https://shopee.co.id/ASLI-MANJUR-PUPUK-KOPI-TERBAIK-ISI-1-KILO-–-PUPUK-FORTUNE-ANTI-LAYU-BUSUK-DAN-RONTOK-KOPI-PALING-LARIS-–-PUPUK-KALSIUM-TEPUNG-SEMPROT-PALING-LARIS-DAN-CEPAT-PANEN-–-PUPUK-TERBAIK-ATASI-BULAI-PADA-BUAH-DAUN-BATANG-DLL-PADA-KOPI-UNTUK-SEMUA-JENIS-KOPI-i.71340623.19173136013?sp_atk=b37a6fac-8f13-4fe5-b22d-6bd394375f9d&xptdk=b37a6fac-8f13-4fe5-b22d-6bd394375f9d
Pupuk Magic Super Kalsium @ 1 Kg,Rp35.000,18 Terjual,KOTA PEKANBARU,https://shopee.co.id/Pupuk-Magic-Super-Kalsium-1-Kg-i.110760982.3445000630?sp_atk=e1b632c7-5e3d-4897-aa2e-81618fcf2f8b&xptdk=e1b632c7-5e3d-4897-aa2e-81618fcf2f8b
High Cals _ pupuk kalsium kemasan 1kg,Rp35.000,8 Terjual,KAB. HULU SUNGAI TENGAH,https://shopee.co.id/High-Cals-_-pupuk-kalsium-kemasan-1kg-i.222176229.17473292031?sp_atk=889462d1-07d7-4741-8dea-ea87289c78b3&xptdk=889462d1-07d7-4741-8dea-ea87289c78b3
Pupuk Kalsium HARA GARUDA 1KG Anti Rontok & Jamur  Mesh 3500 Lebih Lembut dan Cepat Larut,Rp22.900,,KAB. BOGOR,https://shopee.co.id/Pupuk-Kalsium-HARA-GARUDA-1KG-Anti-Rontok-Jamur-Mesh-3500-Lebih-Lembut-dan-Cepat-Larut-i.528490499.22925317914?sp_atk=9932845d-89f8-4f54-9b8c-edc793c7cf04&xptdk=9932845d-89f8-4f54-9b8c-edc793c7cf04
PUPUK KALSIUM BORON SPB 220 1 KG,Rp18.000 - Rp20.500,2 Terjual,KAB. TUBAN,https://shopee.co.id/PUPUK-KALSIUM-BORON-SPB-220-1-KG-i.23303921.19555004485?sp_atk=3e00e0b0-55ad-41fa-8716-a475e929f4a1&xptdk=3e00e0b0-55ad-41fa-8716-a475e929f4a1
Pupuk Calsium / Kalsium Super cap Tawon isi 1kg,Rp18.000,234 Terjual,KOTA MEDAN,https://shopee.co.id/Pupuk-Calsium-Kalsium-Super-cap-Tawon-isi-1kg-i.32539262.931338554?sp_atk=3f906206-ef7a-48d5-a35e-25667904ae9d&xptdk=3f906206-ef7a-48d5-a35e-25667904ae9d
Pupuk Calsium Super Kalsium Super 99 1 Kg,Rp19.900,10 Terjual,KAB. KARANGANYAR,https://shopee.co.id/Pupuk-Calsium-Super-Kalsium-Super-99-1-Kg-i.224002089.13990837325?sp_atk=854abcd1-d8bb-48d7-9064-bfc4759325bb&xptdk=854abcd1-d8bb-48d7-9064-bfc4759325bb
MANO CALBOR / CALSIUM BORON 1 KG ORIGINAL,Rp20.950,68 Terjual,KAB. PONOROGO,https://shopee.co.id/MANO-CALBOR-CALSIUM-BORON-1-KG-ORIGINAL-i.266572656.4896419127?sp_atk=9fb3d29c-648e-42fa-89db-1361920297f2&xptdk=9fb3d29c-648e-42fa-89db-1361920297f2
PUPUK KALSIUM NITRAT CNG (1kg) ~ SAPROTAN UTAMA,Rp27.000,19 Terjual,KOTA METRO,https://shopee.co.id/PUPUK-KALSIUM-NITRAT-CNG-(1kg)-~-SAPROTAN-UTAMA-i.363165361.6389560516?sp_atk=4150c401-bcac-45e8-9710-04e1f1bc0b27&xptdk=4150c401-bcac-45e8-9710-04e1f1bc0b27
Pupuk Calsium Super Java Higros Calsium kemasan 1 kg,Rp45.500 - Rp47.500,7 Terjual,KAB. BANDUNG,https://shopee.co.id/Pupuk-Calsium-Super-Java-Higros-Calsium-kemasan-1-kg-i.309098244.13804229360?sp_atk=31b2be73-957e-4621-973e-04c298e05a66&xptdk=31b2be73-957e-4621-973e-04c298e05a66
Pupuk Calsium Super Cap Kupu-kupu 1 KG Original Kemasan Pabrik,Rp13.500,5 Terjual,KAB. CIREBON,https://shopee.co.id/Pupuk-Calsium-Super-Cap-Kupu-kupu-1-KG-Original-Kemasan-Pabrik-i.449497731.19433267015?sp_atk=63742282-08d6-43d8-8fcb-cad57eb17ea0&xptdk=63742282-08d6-43d8-8fcb-cad57eb17ea0
BALICAL CALSIUM + BORON 1KG,Rp20.000,28 Terjual,KAB. MAJALENGKA,https://shopee.co.id/BALICAL-CALSIUM-BORON-1KG-i.32292609.13659707947?sp_atk=7be5cac5-443a-4752-b366-52ecd7193954&xptdk=7be5cac5-443a-4752-b366-52ecd7193954
Pupuk Calsium Super Cap Ratu Ganti kemasan jadi Pupuk Fortune 1KG pencegah rontok tanaman,Rp24.500,36 Terjual,KAB. MADIUN,https://shopee.co.id/Pupuk-Calsium-Super-Cap-Ratu-Ganti-kemasan-jadi-Pupuk-Fortune-1KG-pencegah-rontok-tanaman-i.117703174.12245762442?sp_atk=2dbe1f2e-1863-4d50-8d7a-cd24207fa1d3&xptdk=2dbe1f2e-1863-4d50-8d7a-cd24207fa1d3
Calsium Blue plus Boron 1kg biru,Rp25.000,,KAB. KEDIRI,https://shopee.co.id/Calsium-Blue-plus-Boron-1kg-biru-i.509758452.19073021284?sp_atk=e8cf8a30-40c9-4988-855e-b84be375bb9d&xptdk=e8cf8a30-40c9-4988-855e-b84be375bb9d
"(TERUJI KLINIS) PUPUK Kalsium Semprot Obati Hama Virus Kuning/Gemini Cabe, Obat Kuning Cabe Paling Bagus, Pupuk Semprot Pengendali Hama Kuning Cabe/Cabai, Pupuk Ampuh Mengatasi Hama Kuning Cabe BIOPATEK 500 ML - Pupuk Kalsium Cabe Paling Bagus",Rp50.000,11 Terjual,KOTA TASIKMALAYA,https://shopee.co.id/(TERUJI-KLINIS)-PUPUK-Kalsium-Semprot-Obati-Hama-Virus-Kuning-Gemini-Cabe-Obat-Kuning-Cabe-Paling-Bagus-Pupuk-Semprot-Pengendali-Hama-Kuning-Cabe-Cabai-Pupuk-Ampuh-Mengatasi-Hama-Kuning-Cabe-BIOPATEK-500-ML-Pupuk-Kalsium-Cabe-Paling-Bagus-i.222528825.12481998190?sp_atk=d96c3472-a791-4198-b664-c8ce3d19820f&xptdk=d96c3472-a791-4198-b664-c8ce3d19820f
PUPUK KALSIUM HIGROS,Rp40.000,7 Terjual,KAB. WONOGIRI,https://shopee.co.id/PUPUK-KALSIUM-HIGROS-i.103422114.7419639067?sp_atk=5e40b571-0cff-4cba-a734-54b2d69f615b&xptdk=5e40b571-0cff-4cba-a734-54b2d69f615b
Pupuk kalsium lengkap + fungisida ANRIN 1kg,Rp35.000,22 Terjual,KAB. WONOSOBO,https://shopee.co.id/Pupuk-kalsium-lengkap-fungisida-ANRIN-1kg-i.193108946.10212548876?sp_atk=29436bef-4d24-4cae-b81a-2baa63375623&xptdk=29436bef-4d24-4cae-b81a-2baa63375623
CN-G Pupuk Larut Kalsium Nitrat 1kg,Rp35.000,8 Terjual,KAB. BLITAR,https://shopee.co.id/CN-G-Pupuk-Larut-Kalsium-Nitrat-1kg-i.201230948.4079408880?sp_atk=e6aaf82f-8c15-4c8d-9b12-f851e8e898b3&xptdk=e6aaf82f-8c15-4c8d-9b12-f851e8e898b3
POWER CALL KALSIUM CAIR BORON PLUS ZPT 1 LITER,Rp36.900,83 Terjual,KAB. MAGELANG,https://shopee.co.id/POWER-CALL-KALSIUM-CAIR-BORON-PLUS-ZPT-1-LITER-i.274187603.17268212348?sp_atk=2e700a28-fcc7-483a-b0f4-89b4566ccb7b&xptdk=2e700a28-fcc7-483a-b0f4-89b4566ccb7b
Pupuk Kalsium Special Calcium Super 1kg Cap Tawon,Rp10.000,3 Terjual,KAB. BLITAR,https://shopee.co.id/Pupuk-Kalsium-Special-Calcium-Super-1kg-Cap-Tawon-i.518579817.18971552838?sp_atk=6c8bf734-b0e6-4471-a6d3-0d529151cdcc&xptdk=6c8bf734-b0e6-4471-a6d3-0d529151cdcc
KALSIUM PUPUK MAKRO 1 Kg,Rp40.000,,KAB. MAGETAN,https://shopee.co.id/KALSIUM-PUPUK-MAKRO-1-Kg-i.94963166.23122252408?sp_atk=146cfb15-d506-40f4-80f5-9bb7b546d15b&xptdk=146cfb15-d506-40f4-80f5-9bb7b546d15b
KALSIGRO 98 isi 1 kg Pupuk Kalsium plus Boron Anti Rontok Kalsigro98,Rp19.000,248 Terjual,KAB. SLEMAN,https://shopee.co.id/KALSIGRO-98-isi-1-kg-Pupuk-Kalsium-plus-Boron-Anti-Rontok-Kalsigro98-i.57184345.2429308301?sp_atk=fc1bf0b7-ede6-4969-b999-c3ea3181c909&xptdk=fc1bf0b7-ede6-4969-b999-c3ea3181c909
PUPUK CALSIUM SUPER CAP TAWON,Rp17.000,34 Terjual,KAB. BANYUWANGI,https://shopee.co.id/PUPUK-CALSIUM-SUPER-CAP-TAWON-i.3169666.8073312?sp_atk=7792b6e3-e0c5-44f1-bd55-fae57128e744&xptdk=7792b6e3-e0c5-44f1-bd55-fae57128e744
Pupuk CANTIK Calcium Ammonium Nitrate 1KG,Rp25.000,61 Terjual,KOTA DEPOK,https://shopee.co.id/Pupuk-CANTIK-Calcium-Ammonium-Nitrate-1KG-i.54699932.3780954980?sp_atk=1ad1bb2a-6480-494a-8653-833307f06df1&xptdk=1ad1bb2a-6480-494a-8653-833307f06df1
Pupuk CANTIK (Calcium Ammonium Nitrate),Rp23.000,12 Terjual,KOTA TANGERANG,https://shopee.co.id/Pupuk-CANTIK-(Calcium-Ammonium-Nitrate)-i.55283455.2676718124?sp_atk=e7e87313-7fbf-4351-8b8c-ab22251ecaba&xptdk=e7e87313-7fbf-4351-8b8c-ab22251ecaba
Pupuk Kalsium MANOHARA 1 kg / Meningkatkan Ketahanan Tanaman Pada Serangan Penyakit dan Jamur,Rp18.500,47 Terjual,KAB. BOJONEGORO,https://shopee.co.id/Pupuk-Kalsium-MANOHARA-1-kg-Meningkatkan-Ketahanan-Tanaman-Pada-Serangan-Penyakit-dan-Jamur-i.13074898.10102676151?sp_atk=7ff7d7d9-f1d5-4c80-94da-f592ade23917&xptdk=7ff7d7d9-f1d5-4c80-94da-f592ade23917
IONIC CAL MAG PRO by growth technology pupuk kalsium magnesium,Rp23.000,35 Terjual,KOTA PASURUAN,https://shopee.co.id/IONIC-CAL-MAG-PRO-by-growth-technology-pupuk-kalsium-magnesium-i.14289564.15501417067?sp_atk=43289177-04ba-44a3-9cfd-9fed1570d3e9&xptdk=43289177-04ba-44a3-9cfd-9fed1570d3e9
Pupuk CALSIUM 80 WP TRIPLE Z mix Calsium + Mikro Anti Layu Anti Moler,Rp24.000,29 Terjual,KOTA KEDIRI,https://shopee.co.id/Pupuk-CALSIUM-80-WP-TRIPLE-Z-mix-Calsium-Mikro-Anti-Layu-Anti-Moler-i.100685559.4562729567?sp_atk=8c391d3c-2365-4a26-acbf-40ca5da72874&xptdk=8c391d3c-2365-4a26-acbf-40ca5da72874
Pupuk Calsium Lengkap ANRIN isi 1kg dari Sarana Agrotama Persada,Rp25.375,21 Terjual,KAB. KEDIRI,https://shopee.co.id/Pupuk-Calsium-Lengkap-ANRIN-isi-1kg-dari-Sarana-Agrotama-Persada-i.231758580.9265380451?sp_atk=f04a02a0-c451-480b-9a61-59e2f7d95382&xptdk=f04a02a0-c451-480b-9a61-59e2f7d95382
CALHA  Pupuk Kalsium + Asam Humat. Berat 1kg,Rp38.000,14 Terjual,KAB. KEDIRI,https://shopee.co.id/CALHA-Pupuk-Kalsium-Asam-Humat.-Berat-1kg-i.499606441.15646364405?sp_atk=223f09f8-c234-470b-b546-b15dfa686f3d&xptdk=223f09f8-c234-470b-b546-b15dfa686f3d
Pupuk Kalsium Boron Manohara @ 1 Kg,Rp35.000,43 Terjual,KOTA PEKANBARU,https://shopee.co.id/Pupuk-Kalsium-Boron-Manohara-1-Kg-i.110760982.3157465253?sp_atk=b3e5361e-84a5-46cd-9a84-5bcf7948f5e3&xptdk=b3e5361e-84a5-46cd-9a84-5bcf7948f5e3
"PUPUK anti rontok bunga dan buah durian, Nutrisi calcium mempercepat pertumbuhan tanaman",Rp35.000,6 Terjual,KAB. KEBUMEN,https://shopee.co.id/PUPUK-anti-rontok-bunga-dan-buah-durian-Nutrisi-calcium-mempercepat-pertumbuhan-tanaman-i.201784979.8727715156?sp_atk=e11379ac-a658-4eca-8ef1-61867057958c&xptdk=e11379ac-a658-4eca-8ef1-61867057958c
